,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_icmp,protocol_type_tcp,protocol_type_udp,service_IRC,service_X11,service_Z39_50,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_hostnames,service_http,service_http_443,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_OTH,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_type
service_other,0.476865345,-9.03E-05,-0.002966873,-0.000813691,-0.00581853,-0.00031354,-0.005166077,-0.001192743,-0.048592397,-0.000692403,-0.001286601,-0.000570105,-0.000679317,-0.000845295,0.000319449,-0.003369152,,,-0.004543442,-0.137723081,-0.143465469,-0.046154141,-0.04634675,0.06810779,0.068241861,-0.02644516,0.385934965,-0.024829012,0.031564939,-0.213645369,-0.219473039,0.817626856,0.044107156,-0.019341695,-0.046308477,-0.046305373,0.068373616,0.068999677,-0.141554378,-0.03966058,0.449260797,-0.001137605,-0.00057536,-0.001664075,-0.00314282,-0.001786232,-0.001803009,-0.001947507,-0.001708704,-0.001760769,-0.001868609,-0.001868609,-0.013362597,-0.001836101,-0.007041221,-0.140271715,-0.001760769,-0.001726234,-0.004493353,-0.004904457,-0.011976793,-0.001876648,-0.001769297,-0.047162428,-0.001726234,-0.001876648,-0.001860535,-0.001786232,-0.001717491,-0.001743587,-0.001752199,-0.001769297,-0.00179464,-0.001717491,-0.001726234,-0.001752199,-0.00179464,-0.001690994,-0.001777785,-0.001803009,-0.003382964,1,-0.000173476,-0.001743587,-0.002466056,-0.001811338,-0.0655981,-0.000173476,-0.001900561,-0.001827884,-0.001836101,-0.017276467,-0.00181963,-0.001777785,-0.00179464,-0.001777785,-0.001860535,-0.003931178,-0.000173476,-0.000458977,-0.002173989,-0.000649096,-0.00402593,-0.001786232,-0.001786232,-0.001786232,-0.00181963,-0.000490667,0.051055899,0.004194544,-0.00057536,0.097336157,-0.046334418,0.000258815,0.001567424,0.003196225,0.004185359,-0.00179464,-0.178239582
service_ftp_data,0.003145874,0.007410913,0.051018295,-0.000655508,-0.004687395,-0.000252587,-0.00026505,-0.000960871,0.174259878,-0.000534659,0.004879572,-0.000459276,0.025754775,0.015728948,0.078323855,0.009832925,,,-0.003660187,-0.148532934,-0.114695098,-0.036704746,-0.036817996,-0.022114215,-0.022136765,0.041749691,0.007264562,0.006967633,-0.17833566,-0.121177757,-0.077210111,0.034535473,-0.035537577,0.080329434,-0.035256926,-0.036455163,-0.018463382,-0.022602753,-0.114035891,0.124217755,-0.020361872,-0.000916452,-0.000463509,-0.001340575,-0.002531849,-0.001438985,-0.0014525,-0.001568908,-0.001376528,-0.001418471,-0.001505347,-0.001505347,-0.010764879,-0.001479159,-0.005672392,-0.11300258,-0.001418471,-0.00139065,-0.003619835,-0.00395102,1,-0.001511823,-0.001425342,-0.037993947,-0.00139065,-0.001511823,-0.001498843,-0.001438985,-0.001383607,-0.001404629,-0.001411567,-0.001425342,-0.001445758,-0.001383607,-0.00139065,-0.001411567,-0.001445758,-0.001362261,-0.00143218,-0.0014525,-0.002725308,-0.011976793,-0.000139752,-0.001404629,-0.001986649,-0.00145921,-0.052845683,-0.000139752,-0.001531088,-0.00147254,-0.001479159,-0.013917884,-0.00146589,-0.00143218,-0.001445758,-0.00143218,-0.001498843,-0.003166948,-0.000139752,-0.000369751,-0.00175136,-0.00052291,-0.00324328,-0.001438985,-0.001438985,-0.001438985,-0.00146589,0.004775149,-0.021541916,-0.003364733,-0.000463509,-0.002742061,-0.037003639,0.00863042,0.002300541,0.004182644,0.04509375,-0.001445758,-0.150077733
duration,1,0.00425823,0.005439534,-0.000452402,-0.003235033,0.003785997,0.013212928,0.00523886,-0.017265158,0.058095016,0.02133977,0.05585344,0.056765975,0.074561741,-0.000169186,0.025661207,,,0.023423711,-0.105153381,-0.080249963,-0.031415553,-0.03137778,0.012053302,0.012106444,0.02177086,0.051800208,-0.011789929,0.010073843,-0.117515082,-0.118457834,0.406232609,0.042642396,-0.006982718,-0.030400204,-0.030612354,0.006739163,0.010464638,-0.078702554,-0.033161054,0.276980514,0.096169026,-0.000111994,-0.000925206,-0.0017376,-0.000993124,0.004921025,0.006162572,-0.000950019,-0.000978967,-0.001036871,-0.001037804,-0.004144674,-0.001020851,-0.003914835,-0.077989408,0.005129337,-0.000959765,-0.002440975,0.021321551,0.003145874,-0.001040606,-0.000983708,-0.025529717,-0.000959765,-0.001030011,-0.001034436,-0.000993124,-0.000954905,-0.000969413,-0.000974202,-0.000944083,-0.000997799,-0.000954905,-0.000959765,-0.000974202,-0.000997799,-0.000940172,-0.000988427,-0.001001484,-0.001686012,0.476865345,-9.65E-05,-0.000969413,0.004350499,0.004950016,-0.026882491,-9.65E-05,-0.001056689,-0.001016091,-0.001020851,-0.009036678,-0.001011693,-0.000986858,-0.000995661,0.006994212,-0.001034436,0.038367601,-9.65E-05,-0.000255186,-0.0012047,-0.000360889,-0.002238369,0.00494671,-0.000992343,-0.000993124,-0.001010926,-0.000272805,-0.016259798,0.002157428,0.021771963,0.14847063,-0.031343615,-0.000728226,-0.000455696,0.00299048,0.021547939,-0.000997799,-0.1180141
dst_host_diff_srv_rate,0.406232609,0.000578017,-0.005313955,-0.000332952,0.071857058,0.010536048,0.001319073,0.001017168,-0.061151383,0.000359449,-0.000684497,0.000793353,0.002862886,0.00651314,0.000640684,0.002101903,,,0.00962384,-0.262107298,-0.328592816,0.160595331,0.158045316,0.210198816,0.209200251,-0.26617179,0.524571716,-0.005613286,0.025169966,-0.462366967,-0.469705557,1,-0.157511887,0.006337941,0.159359196,0.158195113,0.221738525,0.211371561,-0.326380338,0.181983391,0.366528295,0.006515805,0.006125104,0.005209204,0.019277889,0.005115335,0.004977769,0.006991341,0.006244046,0.005102942,0.005604485,0.00629372,-0.007476305,0.00612652,-0.01502811,-0.323925918,0.004846301,0.004057928,0.01512422,0.011845892,0.034535473,0.009119175,0.005473075,-0.106108104,0.004947958,0.004267032,0.005520596,0.004204591,0.004053455,0.004442839,0.008610656,0.006545776,0.007734137,0.005987282,0.004908692,0.005580376,0.006311469,0.006151502,0.004390933,0.00658181,0.000852581,0.817626856,0.005327137,0.005000054,0.012341144,0.006126311,0.198455529,-0.000142012,0.00656409,0.007811557,0.004231425,0.053537331,0.005501258,0.007492002,0.007960757,0.007746188,0.005459874,0.009678351,0.000378859,-0.000621821,0.004456807,0.001765607,-0.004424783,0.004887649,0.005558058,0.009580509,0.007525255,0.024735777,0.16575831,0.012635839,0.006910355,0.248083759,0.153366718,0.000238677,-0.001280517,0.000580386,-0.257400082,0.122063792,-0.115900742
dst_host_same_srv_rate,-0.118457834,-0.002052467,0.007058366,0.001984077,-0.054902784,-0.003278838,-0.029116963,0.00050692,0.16106987,-0.002583999,0.000935082,-0.005582459,-0.006730746,-0.008808218,-0.007728763,0.004394983,,,-0.043189312,0.468775468,0.687993447,-0.799901771,-0.798735694,-0.319821778,-0.318238356,0.927808034,-0.425760122,0.047734276,-0.126892169,0.973685457,1,-0.469705557,0.671338094,0.058054807,-0.80072303,-0.799424211,-0.323162307,-0.321608278,0.687875921,-0.667884526,-0.076457869,-0.00951958,-0.005024737,-0.023638771,-0.04316585,-0.025452106,-0.025591219,-0.027824764,-0.02429787,-0.02504822,-0.026584386,-0.026664791,0.02333309,-0.026103963,0.023844312,0.687750575,-0.02501409,-0.024617838,-0.058677186,-0.049755728,-0.077210111,-0.026727963,-0.025068076,0.227045238,-0.024589987,-0.023266166,-0.026304398,-0.025418462,-0.024405866,-0.024847728,-0.025025335,-0.02477257,-0.025498268,-0.024381373,-0.024520361,-0.024936162,-0.025548498,-0.024062693,-0.025250577,-0.025574554,-0.030048585,-0.219473039,-0.002610732,-0.024830495,-0.034836473,-0.025806619,-0.851835027,-0.002437556,-0.027081597,-0.026039186,-0.025773381,-0.038334567,-0.025802615,-0.02527424,-0.025561893,-0.025422978,-0.026465904,-0.036425489,-0.002541462,0.000973368,-0.017130575,-0.006001087,-0.052262118,-0.025364631,-0.0254622,-0.025455471,-0.025971052,-0.00694348,-0.307043734,-0.046029625,-0.008544033,-0.065883657,-0.798243754,0.000332413,0.002671974,0.000582907,0.894105842,-0.025558544,-0.109949607
service_urp_i,-0.002238369,-9.53E-05,-0.000867963,-0.000220345,-0.001575641,-8.49E-05,-0.001457294,-0.000322991,-0.013774971,-0.000187501,-0.000348408,-0.000154383,-0.000186224,-0.000370865,-0.000327508,-0.000912356,,,-0.001230351,-0.050732755,-0.038826908,-0.015323466,-0.01530467,-0.00818724,-0.008209388,-0.002550529,0.14246219,-0.004387637,0.006405672,-0.051115376,-0.052262118,-0.004424783,-0.032876377,-0.003737335,-0.015334292,-0.015294167,-0.008321923,-0.008236884,0.02844087,-0.026109632,-0.006844526,-0.00030806,-0.000155806,-0.000450626,-0.000851066,-0.000483706,-0.000488249,-0.000527379,-0.000462712,-0.000476811,-0.000506014,-0.000506014,-0.003618552,-0.000497211,-0.001906742,-0.037985164,-0.000476811,-0.000467459,-0.001216787,-0.001328112,-0.00324328,-0.000508191,-0.00047912,-0.012771446,-0.000467459,-0.000508191,-0.000503827,-0.000483706,-0.000465092,-0.000472158,-0.00047449,-0.00047912,-0.000485983,-0.000465092,-0.000467459,-0.00047449,-0.000485983,-0.000457916,-0.000481419,-0.000488249,-0.000916097,-0.00402593,-4.70E-05,-0.000472158,-0.000667801,-0.000490505,-0.017763771,-4.70E-05,-0.000514666,-0.000494986,-0.000497211,-0.004678416,-0.00049275,-0.000481419,-0.000485983,-0.000481419,-0.000503827,-0.001064551,-4.70E-05,-0.000124289,-0.00058871,-0.000175773,1,-0.000483706,-0.000483706,-0.000483706,-0.00049275,-0.000132871,-0.007919595,-0.001131036,-0.000155806,-0.001412939,-0.015266078,-0.000354687,-0.000230143,-0.000148555,0.018247348,-0.000485983,-0.066526707
dst_host_srv_count,-0.117515082,-0.003211937,-0.005849516,-0.011587206,-0.058624065,-0.004540482,-0.038730297,-0.015412982,0.119314555,-0.004796978,-0.010026172,-0.006530667,-0.007984905,-0.013871153,-0.012206831,-0.000801359,,,-0.050015876,0.514581484,0.718451503,-0.77527263,-0.774137555,-0.329411526,-0.327930529,0.898954663,-0.415497531,0.005095581,-0.027235767,1,0.973685457,-0.462366967,0.677580019,-0.017111702,-0.776070219,-0.774748156,-0.332682983,-0.331625391,0.708452139,-0.684738044,-0.086393915,-0.015441646,-0.00795462,-0.022882993,-0.043901672,-0.024638626,-0.024771436,-0.026934219,-0.023544864,-0.024255708,-0.025758959,-0.02581627,0.003758726,-0.025284564,-0.025683067,0.714048919,-0.024217366,-0.023832271,-0.061176131,-0.055899319,-0.121177757,-0.025877755,-0.024266028,0.197599248,-0.023818785,-0.025862869,-0.025485707,-0.024613863,-0.023623252,-0.024056255,-0.024247191,-0.024316028,-0.024713504,-0.023628674,-0.023748658,-0.024131601,-0.024727773,-0.023300808,-0.024439187,-0.024749486,-0.039697957,-0.213645369,-0.002517918,-0.024045574,-0.034458499,-0.02498231,-0.825053349,-0.002450832,-0.026207658,-0.025236852,-0.025268081,-0.073003941,-0.024970445,-0.0245649,-0.024749826,-0.024612042,-0.025618344,-0.050789746,-0.002517918,-0.006641539,-0.029800157,-0.006950622,-0.051115376,-0.024555214,-0.024659479,-0.024669906,-0.025139326,-0.006680635,-0.31578865,-0.051012496,-0.008298482,-0.067408093,-0.773469935,-0.001761135,0.001689908,-0.002722472,0.877171811,-0.026030175,-0.062565561
service_ntp_u,-0.001686012,-8.36E-05,-0.000689037,-0.000185155,-0.001324001,-7.13E-05,-0.001224555,-0.000271408,-0.011575023,-0.000157556,-0.000292765,-0.000129727,-0.000156483,-0.000311635,-0.000275203,-0.000766647,,,-0.001033856,-0.043111038,-0.032873026,-0.012876213,-0.012860419,-0.006879686,-0.006898298,0.013187172,0.003443211,0.001015856,-0.026994806,-0.039697957,-0.030048585,0.000852581,-0.016892322,-0.002806886,-0.01288531,-0.012851593,-0.006983361,-0.006921402,-0.032210566,-0.021939761,0.133843679,-0.000258861,-0.000130923,-0.000378659,-0.000715146,-0.000406456,-0.000410273,-0.000443153,-0.000388814,-0.000400661,-0.0004252,-0.0004252,-0.003040646,-0.000417803,-0.001602223,-0.031918697,-0.000400661,-0.000392803,-0.001022458,-0.001116005,-0.002725308,-0.000427029,-0.000402602,-0.010731766,-0.000392803,-0.000427029,-0.000423363,-0.000406456,-0.000390814,-0.000396751,-0.000398711,-0.000402602,-0.000408369,-0.000390814,-0.000392803,-0.000398711,-0.000408369,-0.000384784,-0.000404533,-0.000410273,1,-0.003382964,-3.95E-05,-0.000396751,-0.000561149,-0.000412168,-0.014926786,-3.95E-05,-0.000432471,-0.000415933,-0.000417803,-0.003931244,-0.000414055,-0.000404533,-0.000408369,-0.000404533,-0.000423363,-0.000894536,-3.95E-05,-0.00010444,-0.000494689,-0.000147701,-0.000916097,-0.000406456,-0.000406456,-0.000406456,-0.000414055,-0.000111651,-0.006654786,-0.000950402,-0.000130923,-0.001187284,-0.01282799,-0.000298041,-0.000193388,-0.00012483,0.015333133,-0.000408369,-0.056031662
num_access_files,0.025661207,-5.19E-05,0.008746417,-0.000184399,-0.001318595,0.020067977,0.001901989,0.003304898,0.066232898,0.412238183,0.152216778,0.32028328,0.413604893,0.079681674,0.024900866,1,,,0.001952579,-0.04266296,-0.032368004,-0.012714338,-0.012665199,-0.006851598,-0.004272087,0.014340525,-0.003813018,0.025210403,-0.021151558,-0.000801359,0.004394983,0.002101903,-0.032290507,0.000739604,-0.012329736,-0.012064985,-0.006610591,-0.006779829,-0.032079057,0.034943283,-0.005727931,-0.000257804,-0.000130388,-0.000377113,-0.000712226,-0.000404796,-0.000408598,-0.000441344,-0.000387227,-0.000399025,-0.000423464,-0.000423464,-0.003028232,-0.000416097,-0.001595682,-0.03178838,-0.000399025,-0.000391199,-0.001018284,0.001651879,0.009832925,-0.000425286,-0.000400958,0.042742868,-0.000391199,-0.000425286,-0.000421635,-0.000404796,-0.000389218,-0.000395132,-0.000397083,0.003423605,-0.000406701,-0.000389218,-0.000391199,-0.000397083,-0.000406701,-0.000383213,-0.000402882,-0.000408598,-0.000766647,-0.003369152,-3.93E-05,-0.000395132,-0.000558858,-0.000410486,-0.014865843,-3.93E-05,-0.000430705,-0.000414235,-0.000416097,0.042821165,-0.000412365,-0.000402882,-0.000406701,-0.000402882,-0.000421635,0.054236793,-3.93E-05,-0.000104013,-0.000492669,-0.000147098,-0.000912356,-0.000404796,-0.000404796,-0.000404796,-0.000412365,-0.000111195,-0.006627616,-0.000946522,-0.000130388,-0.001182437,-0.012775616,-0.000296824,-0.000192598,0.012208352,0.015139467,-0.000406701,-0.054268081
service_finger,-0.002440975,0.038479693,-0.000808741,0.172845246,-0.001758578,-9.48E-05,-0.00141551,-0.000360492,-0.01537429,-0.00020927,-0.000388859,-0.000172307,-0.000207845,-0.000413923,-0.000365533,-0.001018284,,,-0.001373198,-0.050289534,-0.043271671,0.009481669,0.009577019,-0.004747048,-0.005035186,-0.0030388,0.016079425,0.00350423,-0.045585028,-0.061176131,-0.058677186,0.01512422,-0.042523385,0.103826005,0.009229666,0.0079942,-0.003787592,-0.005089635,-0.042783032,0.046602979,-0.007639197,-0.000343827,-0.000173895,-0.000502946,-0.000949878,-0.000539866,-0.000544937,-0.00058861,-0.000516434,-0.00053217,-0.000564764,-0.000564764,-0.004038677,-0.000554939,-0.00212812,-0.042395364,-0.00053217,-0.000521732,1,-0.00148231,-0.003619835,-0.000567193,-0.000534748,-0.014254251,-0.000521732,-0.000567193,-0.000562323,-0.000539866,-0.00051909,-0.000526977,-0.00052958,-0.000534748,-0.000542407,-0.00051909,-0.000521732,-0.00052958,-0.000542407,-0.000511082,-0.000537313,-0.000544937,-0.001022458,-0.004493353,-5.24E-05,-0.000526977,-0.000745334,-0.000547454,-0.019826201,-5.24E-05,-0.000574421,-0.000552455,-0.000554939,-0.005221595,-0.00054996,-0.000537313,-0.000542407,-0.000537313,-0.000562323,-0.001188149,-5.24E-05,-0.00013872,-0.000657061,-0.000196181,-0.001216787,-0.000539866,-0.000539866,-0.000539866,-0.00054996,-0.000148298,-0.008839085,0.027674092,-0.000173895,-0.001576986,0.009385528,0.009845901,-0.000256864,-0.000165803,-0.006008581,-0.000542407,-0.046483371
dst_bytes,0.005439534,-1.60E-06,1,-0.000175426,-0.00125436,0.016287603,0.004365495,0.049329916,0.04781426,0.023297952,0.031680117,0.075656065,0.020746249,0.004957596,0.000143786,0.008746417,,,0.001288975,-0.040372527,-0.030544268,-0.011907585,-0.011930205,-0.006166475,-0.005807524,0.014001816,-0.005701937,0.008135135,-0.04886884,-0.005849516,0.007058366,-0.005313955,-0.020143346,0.008706518,-0.011333732,-0.011234901,-0.004999622,-0.005470816,-0.030518177,0.033025925,-0.004917751,0.001847189,0.004453881,-0.000358763,-0.000657851,-0.0003851,-0.000388717,-0.00041987,-0.000368385,-0.00037961,-0.00040286,-0.000397054,-0.002656421,-0.000395851,-0.00151804,-0.030241643,-0.00037961,-0.000372164,-0.000808741,0.001044656,0.051018295,-0.00040398,-0.000381449,0.039658714,-0.000372164,0.002220741,-0.000401119,-0.0003851,-0.00037028,-0.000375906,-0.000377762,-0.000203459,-0.000386912,-0.00037028,-0.000372164,-0.000377762,-0.000386912,-0.000364567,-0.000383279,-0.000388717,-0.000689037,-0.002966873,-2.91E-05,-0.000375906,0.000278081,-0.000390512,-0.014018907,-3.74E-05,-0.000409748,-0.00039408,-0.000395847,-0.002192318,-0.0003923,-0.000342806,-0.000386912,-0.000383279,-0.000401119,0.11705932,-3.74E-05,-9.90E-05,-0.000467982,-0.000139941,-0.000867963,-0.0003851,-0.0003851,-0.0003851,-0.0003923,-0.000105785,-0.006305134,-0.0004492,-0.000124044,9.94E-05,-0.012153989,0.008182426,0.00651968,0.000474287,0.014036095,-0.000386912,-0.037708926
is_guest_login,0.023423711,-8.23E-05,0.001288975,-0.000248669,-0.001778181,-9.58E-05,0.843571537,-0.00036451,0.089317841,-0.000211603,-0.000393194,-0.000174228,-0.000210162,0.014250734,-0.000369607,0.001952579,,,1,-0.057908382,-0.044155991,-0.017150336,-0.017129236,-0.008887384,-0.009030337,0.018608252,0.002128838,-0.005295815,-0.033786768,-0.050015876,-0.043189312,0.00962384,-0.045138968,-0.005626906,-0.016196302,-0.017197319,-0.007556293,-0.008692951,-0.043259954,0.047122483,-0.007724355,-0.00034766,-0.000175834,-0.000508552,-0.000960467,-0.000545884,-0.000551011,-0.000595171,-0.000522191,-0.000538103,-0.000571059,-0.000571059,-0.004083698,-0.000561125,-0.002151844,-0.042867963,-0.000538103,-0.000527548,-0.001373198,0.925035924,-0.003660187,-0.000573516,-0.000540709,-0.01441315,-0.000527548,-0.000573516,-0.000568592,-0.000545884,-0.000524877,-0.000532852,-0.000535484,-0.000540709,-0.000548454,-0.000524877,-0.000527548,-0.000535484,-0.000548454,-0.000516779,-0.000543303,-0.000551011,-0.001033856,-0.004543442,-5.30E-05,-0.000532852,-0.000753643,-0.000553557,-0.020047213,-5.30E-05,-0.000580824,-0.000558614,-0.000561125,-0.005279803,-0.000556091,-0.000543303,-0.000548454,-0.000543303,-0.000568592,0.00048758,-5.30E-05,-0.000140266,-0.000664385,-0.000198368,-0.001230351,-0.000545884,-0.000545884,-0.000545884,-0.000556091,-0.000149951,-0.008937618,0.000313481,-0.000175834,-0.001594565,-0.017228454,0.004664303,-0.000259727,-0.000167651,0.020335961,-0.000548454,-0.032299258
service_auth,-0.0017376,-7.87E-05,-0.000657851,-0.000172011,-0.001230015,-6.63E-05,-0.001137629,-0.000252141,0.025736239,2.84E-05,-0.000271983,-0.000120518,1.08E-05,-0.000289513,-0.000255667,-0.000712226,,,-0.000960467,-0.030558681,-0.03019048,0.005995574,0.006192062,0.00073346,0.000700103,-0.013419091,0.055022232,-0.004641709,-0.02663485,-0.043901672,-0.04316585,0.019277889,-0.030780725,0.061974878,0.006085882,0.0060089,0.000827258,0.00106501,-0.029924066,0.032595881,-0.005343143,-0.000240485,-0.000121629,-0.000351779,1,-0.000377603,-0.000381149,-0.000411696,-0.000361214,-0.00037222,-0.000395017,-0.000395017,-0.002824803,-0.000388145,-0.001488488,-0.029652916,-0.00037222,-0.000364919,-0.000949878,-0.001036784,-0.002531849,-0.000396716,-0.000374023,-0.009969961,-0.000364919,-0.000396716,-0.00039331,-0.000377603,-0.000363071,-0.000368588,-0.000370408,-0.000374023,-0.00037938,-0.000363071,-0.000364919,-0.000370408,-0.00037938,-0.00035747,-0.000375817,-0.000381149,-0.000715146,-0.00314282,-3.67E-05,-0.000368588,-0.000521315,-0.00038291,-0.013867193,-3.67E-05,-0.000401771,-0.000386408,-0.000388145,-0.003652181,-0.000384663,-0.000375817,-0.00037938,-0.000375817,-0.00039331,-0.000831036,-3.67E-05,-9.70E-05,-0.000459573,-0.000137216,-0.000851066,-0.000377603,-0.000377603,-0.000377603,-0.000384663,-0.000103725,0.001093712,-0.000882937,-0.000121629,-0.001103003,0.006030677,-0.000276884,-0.00017966,-0.000115969,-0.005802888,-0.00037938,-0.030711869
service_ftp,0.021321551,-9.37E-05,0.001044656,-0.000268428,-0.001919473,-0.000103433,0.781919903,0.002854383,0.080669612,-0.000228417,-0.000424436,-0.000188072,-0.000226861,0.01784592,-0.000398976,0.001651879,,,0.925035924,-0.05671986,-0.047445561,-0.007413645,-0.007399596,-0.004006752,-0.004355511,0.007153976,0.005994323,-0.006066971,-0.029877707,-0.055899319,-0.049755728,0.011845892,-0.048740784,-0.004921084,-0.006477555,-0.00746333,-0.003733112,-0.004398918,-0.04669732,0.050866759,-0.008338119,-0.000375284,-0.000189805,-0.000548961,-0.001036784,-0.00058926,-0.000594794,-0.000642462,-0.000563684,-0.000580859,-0.000616435,-0.000616435,-0.004408182,-0.000605711,-0.002322826,-0.046274182,-0.000580859,-0.000569467,-0.00148231,1,-0.00395102,-0.000619087,-0.000583673,-0.015558395,-0.000569467,-0.000619087,-0.000613771,-0.00058926,-0.000566583,-0.000575191,-0.000578032,-0.000583673,-0.000592033,-0.000566583,-0.000569467,-0.000578032,-0.000592033,-0.000557841,-0.000586473,-0.000594794,-0.001116005,-0.004904457,-5.72E-05,-0.000575191,-0.000813526,-0.000597542,-0.021640132,-5.72E-05,-0.000626975,-0.000603,-0.000605711,-0.005699327,-0.000600277,-0.000586473,-0.000592033,-0.000586473,-0.000613771,-0.001296855,-5.72E-05,-0.000151412,-0.000717176,-0.00021413,-0.001328112,-0.00058926,-0.00058926,-0.00058926,-0.000600277,-0.000161866,-0.009647787,0.035452429,-0.000189805,-0.00054121,-0.007482134,0.004260771,-0.000280365,-0.000180972,0.009013127,-0.000592033,-0.027361706
flag_S1,-0.000728226,0.000115552,0.008182426,-7.17E-05,-0.000512616,-2.76E-05,0.000489742,-0.000105081,0.023096862,-6.10E-05,-0.00011335,-5.02E-05,3.30E-05,0.003788624,-0.000106551,-0.000296824,,,0.004664303,-0.016511224,-0.012459189,0.010647081,0.008983926,-0.002256799,-0.002264923,0.005180949,-0.000586878,0.00784443,-0.020246773,-0.001761135,0.000332413,0.000238677,-0.010685606,0.006213112,-0.000918529,-0.001364128,-0.001628616,-0.0014842,-0.012471019,0.013584513,-0.002226784,0.080703671,-5.07E-05,-0.000146606,-0.000276884,-0.000157368,-0.000158846,-0.000171576,-0.000150538,-0.000155125,-0.000164625,-0.000164625,-0.001177252,-0.000161762,-0.000620335,-0.012358016,-0.000155125,-0.000152082,0.009845901,0.004260771,0.00863042,-0.000165334,-0.000155876,0.016009311,-0.000152082,0.012082129,-0.000163914,-0.000157368,-0.000151312,-0.000153611,-0.00015437,-0.000155876,-0.000158109,-0.000151312,-0.000152082,-0.00015437,-0.000158109,-0.000148977,-0.000156624,-0.000158846,-0.000298041,0.000258815,-1.53E-05,-0.000153611,-0.000217261,-0.00015958,-0.005779229,-1.53E-05,-0.00016744,-0.000161038,-0.000161762,0.002548221,-0.00016031,-0.000156624,-0.000158109,-0.000156624,-0.000163914,0.023058979,-1.53E-05,-4.04E-05,-0.00019153,-5.72E-05,-0.000354687,-0.000157368,-0.000157368,-0.000157368,-0.00016031,-4.32E-05,-0.002576545,-0.000367969,-5.07E-05,-0.000459683,-0.004966635,1,-7.49E-05,-4.83E-05,-0.019437709,-0.000158109,-0.020272135
num_file_creations,0.074561741,1.32E-05,0.004957596,-7.50E-05,-0.000535997,0.015211468,0.025247418,0.003948459,0.02692307,0.010933599,0.09141493,0.008029961,0.009710452,1,0.066568184,0.079681674,,,0.014250734,-0.017380229,-0.013259615,-0.004966197,-0.00508673,-0.002059078,-0.0019335,0.005537706,-0.000287463,0.006588446,-0.019126317,-0.013871153,-0.008808218,0.00651314,-0.009923704,0.009938142,-0.002762737,-0.003684846,-0.001513473,-0.001478324,-0.013039845,0.014204127,-0.002328352,-0.000104795,-5.30E-05,-0.000153293,-0.000289513,-0.000164546,-0.000166091,-0.000179402,-0.000157404,-0.0001622,-0.000172134,-0.000172134,-0.001230949,-0.00016914,-0.00064863,-0.012921687,-0.0001622,-0.000159019,-0.000413923,0.01784592,0.015728948,-0.000172875,-0.000162986,-0.004344555,-0.000159019,-0.000172875,-0.000171391,-0.000164546,-0.000158214,-0.000160617,-0.000161411,-0.000162986,-0.00016532,-0.000158214,-0.000159019,-0.000161411,-0.00016532,-0.000155773,-0.000163768,-0.000166091,-0.000311635,-0.000845295,-1.60E-05,-0.000160617,-0.000227171,-0.000166859,-0.00604283,-1.60E-05,-0.000175078,-0.000168383,-0.00016914,0.02289409,-0.000167622,-0.000163768,-0.00016532,-0.000163768,-0.000171391,0.167162706,-1.60E-05,-4.23E-05,-0.000200266,-5.98E-05,-0.000370865,-0.000164546,-0.000164546,-0.000164546,-0.000167622,-4.52E-05,-0.002694066,0.00022886,-5.30E-05,0.003451432,-0.005193172,0.003788624,-7.83E-05,-5.05E-05,0.005661822,-0.00016532,-0.018670976
